credit_risk_30;;;;;;;;;
loan_status;person_income;person_home_ownership;person_emp_length;loan_intent;loan_grade;loan_amnt;loan_int_rate;loan_percent_income;cb_person_default_on_file
0;34000;OWN;7.0;EDUCATION;C;8000;12.53;0.24;N
1;47000;RENT;6.0;DEBTCONSOLIDATION;C;19200;12.29;0.41;Y
0;25000;RENT;0.0;PERSONAL;A;5500;9.32;0.22;N
0;78000;MORTGAGE;13.0;VENTURE;C;10000;12.73;0.13;N
1;51012;RENT;1.0;PERSONAL;D;20000;17.49;0.39;Y
0;160000;MORTGAGE;14.0;HOMEIMPROVEMENT;A;10000;7.51;0.06;N
0;140000;RENT;0.0;VENTURE;B;5000;9.99;0.04;N
0;85000;MORTGAGE;7.0;EDUCATION;A;11700;8.59;0.14;N
0;80000;MORTGAGE;2.0;EDUCATION;A;10000;6.54;0.13;N
1;16800;RENT;4.0;PERSONAL;A;5000;6.92;0.30;N
1;24000;RENT;9.0;PERSONAL;B;9600;11.71;0.40;N
0;100000;MORTGAGE;0.0;HOMEIMPROVEMENT;A;15000;9.63;0.15;N
0;78200;MORTGAGE;9.0;MEDICAL;A;6000;6.54;0.08;N
0;67596;RENT;2.0;PERSONAL;B;5000;11.86;0.07;N
1;34000;MORTGAGE;3.0;EDUCATION;C;10000;13.85;0.29;Y
1;46000;RENT;7.0;HOMEIMPROVEMENT;C;10000;13.43;0.22;N
1;45996;MORTGAGE;9.0;HOMEIMPROVEMENT;C;11000;12.68;0.24;N
0;92000;MORTGAGE;7.0;EDUCATION;C;18000;12.68;0.20;N
0;42000;RENT;6.0;PERSONAL;A;5950;5.99;0.14;N
0;225000;RENT;2.0;MEDICAL;B;25000;12.42;0.11;N
1;55000;RENT;14.0;HOMEIMPROVEMENT;A;18000;7.88;0.33;N
0;112689;MORTGAGE;6.0;PERSONAL;B;24000;9.99;0.21;N
0;68004;MORTGAGE;5.0;DEBTCONSOLIDATION;B;16000;11.26;0.24;N
0;45000;MORTGAGE;4.0;HOMEIMPROVEMENT;C;14000;13.48;0.31;Y
0;24000;RENT;10.0;MEDICAL;B;4500;12.42;0.19;N
0;43000;RENT;9.0;MEDICAL;C;4000;12.99;0.09;N
1;40000;RENT;6.0;PERSONAL;D;13225;16.77;0.33;Y
0;53250;RENT;1.0;MEDICAL;B;7000;10.37;0.13;N
0;52000;MORTGAGE;3.0;VENTURE;A;3500;6.76;0.07;N
0;130000;MORTGAGE;6.0;MEDICAL;B;25000;11.83;0.19;N
0;30000;MORTGAGE;3.0;MEDICAL;B;1750;10.99;0.06;N
0;55000;MORTGAGE;5.0;PERSONAL;A;12000;7.49;0.22;N
0;350000;MORTGAGE;10.0;VENTURE;D;35000;17.49;0.10;N
1;56000;RENT;0.0;DEBTCONSOLIDATION;E;4800;16.70;0.09;Y
0;53000;RENT;6.0;VENTURE;B;12000;11.11;0.23;N
0;48000;OWN;7.0;MEDICAL;A;2500;5.42;0.05;N
0;50000;MORTGAGE;2.0;MEDICAL;C;16000;13.48;0.32;N
0;49000;MORTGAGE;5.0;HOMEIMPROVEMENT;A;2700;6.92;0.06;N
0;36000;RENT;1.0;EDUCATION;C;5000;14.79;0.14;N
0;42000;RENT;4.0;MEDICAL;C;3600;12.68;0.09;Y
0;40000;MORTGAGE;5.0;HOMEIMPROVEMENT;A;9600;8.49;0.24;N
0;110000;RENT;8.0;HOMEIMPROVEMENT;C;12000;12.23;0.11;Y
0;59000;MORTGAGE;9.0;PERSONAL;A;6000;7.51;0.10;N
0;51000;RENT;2.0;MEDICAL;A;6000;7.29;0.12;N
1;30652;MORTGAGE;4.0;DEBTCONSOLIDATION;D;6000;14.54;0.20;Y
0;50000;OWN;8.0;HOMEIMPROVEMENT;B;9725;12.12;0.19;N
0;30000;MORTGAGE;6.0;PERSONAL;A;4000;7.14;0.13;N
0;80000;MORTGAGE;10.0;PERSONAL;B;25000;10.62;0.31;N
0;120000;MORTGAGE;11.0;EDUCATION;B;20000;10.65;0.17;N
0;45000;MORTGAGE;6.0;VENTURE;A;7000;8.94;0.16;N
0;60000;RENT;3.0;DEBTCONSOLIDATION;B;9000;11.86;0.15;N
0;75000;RENT;6.0;VENTURE;A;10000;7.90;0.13;N
0;42504;RENT;2.0;PERSONAL;B;7200;10.59;0.17;N
0;46809;RENT;4.0;MEDICAL;B;5000;12.18;0.11;N
0;170000;MORTGAGE;13.0;HOMEIMPROVEMENT;B;7200;9.91;0.04;N
0;36000;MORTGAGE;3.0;HOMEIMPROVEMENT;A;10000;7.88;0.28;N
0;118000;OWN;5.0;VENTURE;A;14000;7.88;0.12;N
1;225000;MORTGAGE;11.0;EDUCATION;E;9000;16.95;0.04;Y
0;105000;MORTGAGE;0.0;MEDICAL;A;15000;8.94;0.14;N
1;36000;MORTGAGE;9.0;DEBTCONSOLIDATION;E;15200;16.35;0.42;Y
0;97000;MORTGAGE;11.0;PERSONAL;B;3600;9.25;0.04;N
0;74000;MORTGAGE;6.0;MEDICAL;A;2500;6.62;0.03;N
0;62400;MORTGAGE;13.0;VENTURE;C;14100;12.98;0.23;Y
0;37500;RENT;2.0;DEBTCONSOLIDATION;C;1600;11.03;0.04;Y
0;40000;RENT;6.0;VENTURE;C;10000;13.48;0.25;N
0;36000;RENT;1.0;EDUCATION;C;5000;14.79;0.14;N
0;61656;RENT;4.0;VENTURE;A;15000;6.91;0.24;N
1;115000;MORTGAGE;16.0;HOMEIMPROVEMENT;B;10000;11.11;0.09;N
0;60000;RENT;2.0;PERSONAL;B;3000;11.89;0.05;N
0;109500;MORTGAGE;11.0;VENTURE;E;20000;17.56;0.18;N
1;68000;MORTGAGE;4.0;MEDICAL;D;8000;15.33;0.10;N
0;88000;RENT;4.0;DEBTCONSOLIDATION;B;20000;10.38;0.23;N
0;116000;MORTGAGE;3.0;DEBTCONSOLIDATION;B;12000;10.25;0.10;N
0;85000;MORTGAGE;7.0;EDUCATION;C;12000;14.65;0.14;Y
0;49000;RENT;4.0;MEDICAL;B;5000;10.65;0.10;N
0;75000;MORTGAGE;6.0;EDUCATION;A;11000;5.42;0.15;N
0;80000;MORTGAGE;0.0;EDUCATION;A;6300;5.79;0.08;N
0;60000;MORTGAGE;2.0;VENTURE;B;7125;9.99;0.12;N
1;30000;RENT;4.0;EDUCATION;B;10000;11.86;0.33;N
0;57504;MORTGAGE;1.0;DEBTCONSOLIDATION;A;9000;6.54;0.16;N
0;90000;MORTGAGE;3.0;MEDICAL;B;21000;10.74;0.23;N
0;16800;OWN;0.0;PERSONAL;C;1600;13.72;0.10;Y
1;86000;RENT;0.0;HOMEIMPROVEMENT;C;9000;12.87;0.10;N
0;24960;RENT;0.0;VENTURE;A;2500;7.51;0.10;N
0;87500;RENT;4.0;DEBTCONSOLIDATION;B;6000;11.99;0.07;N
0;44004;OWN;7.0;EDUCATION;A;17000;6.62;0.39;N
1;34500;RENT;2.0;PERSONAL;D;5400;12.61;0.16;N
0;82500;MORTGAGE;12.0;DEBTCONSOLIDATION;A;11000;7.49;0.13;N
0;145000;MORTGAGE;0.0;HOMEIMPROVEMENT;B;7000;10.99;0.05;N
0;92000;RENT;6.0;VENTURE;F;20000;15.65;0.22;Y
1;4800;RENT;0.0;MEDICAL;C;1200;14.26;0.25;Y
0;44000;RENT;4.0;EDUCATION;A;7000;8.00;0.16;N
0;126000;MORTGAGE;2.0;HOMEIMPROVEMENT;B;12000;11.71;0.10;N
0;53000;RENT;7.0;EDUCATION;B;10000;10.25;0.19;N
0;60000;MORTGAGE;3.0;EDUCATION;A;4000;5.42;0.07;N
0;140000;OWN;6.0;EDUCATION;C;16400;15.96;0.12;Y
0;86250;RENT;1.0;HOMEIMPROVEMENT;B;9000;12.69;0.10;N
1;21000;RENT;9.0;DEBTCONSOLIDATION;D;5000;15.99;0.24;Y
0;42000;RENT;0.0;PERSONAL;A;3600;7.37;0.09;N
0;72000;RENT;0.0;HOMEIMPROVEMENT;A;8000;7.90;0.11;N
0;130992;MORTGAGE;6.0;EDUCATION;A;6000;7.51;0.05;N
0;67000;MORTGAGE;0.0;EDUCATION;B;12000;11.99;0.18;N
0;35000;RENT;0.0;MEDICAL;A;4000;7.88;0.11;N
1;66000;RENT;2.0;PERSONAL;D;15000;16.02;0.23;N
0;54996;RENT;0.0;EDUCATION;C;5000;12.54;0.09;Y
0;38000;MORTGAGE;3.0;HOMEIMPROVEMENT;B;16000;10.99;0.42;N
0;50000;OWN;2.0;VENTURE;C;6000;14.22;0.12;N
0;24449;OWN;2.0;VENTURE;B;1800;11.89;0.07;N
0;26400;RENT;0.0;EDUCATION;A;8000;7.51;0.30;N
0;71328;MORTGAGE;3.0;EDUCATION;D;25000;14.96;0.35;Y
0;80000;MORTGAGE;4.0;HOMEIMPROVEMENT;C;16000;13.80;0.20;N
0;30000;RENT;4.0;EDUCATION;C;8125;12.68;0.27;N
0;36600;RENT;4.0;DEBTCONSOLIDATION;B;3000;9.33;0.08;N
0;50500;RENT;3.0;HOMEIMPROVEMENT;C;5200;12.53;0.10;N
1;29000;RENT;2.0;VENTURE;C;12250;13.61;0.42;N
1;24000;RENT;3.0;PERSONAL;B;12000;10.36;0.50;N
1;62900;MORTGAGE;4.0;MEDICAL;A;11000;7.90;0.15;N
0;81000;MORTGAGE;2.0;MEDICAL;A;5500;8.00;0.07;N
0;45000;MORTGAGE;1.0;MEDICAL;B;7200;11.86;0.16;N
1;43000;RENT;2.0;DEBTCONSOLIDATION;A;14400;7.88;0.33;N
0;75000;MORTGAGE;4.0;DEBTCONSOLIDATION;C;14400;13.92;0.19;N
0;96000;MORTGAGE;8.0;EDUCATION;B;17000;10.62;0.18;N
0;99996;MORTGAGE;2.0;PERSONAL;B;4800;11.49;0.05;N
0;96900;MORTGAGE;8.0;DEBTCONSOLIDATION;A;9300;6.17;0.10;N
0;63000;MORTGAGE;8.0;PERSONAL;F;20000;19.13;0.32;Y
0;75000;RENT;6.0;EDUCATION;C;3200;10.28;0.04;N
1;64000;MORTGAGE;3.0;DEBTCONSOLIDATION;B;14400;11.71;0.23;N
0;35000;RENT;3.0;EDUCATION;B;10000;9.88;0.29;N
0;15120;MORTGAGE;0.0;EDUCATION;B;1500;10.59;0.10;N
0;52000;RENT;9.0;VENTURE;A;10000;8.00;0.19;N
0;85000;MORTGAGE;4.0;MEDICAL;A;12000;6.91;0.14;N
0;87800;RENT;3.0;MEDICAL;B;15000;11.36;0.17;N
0;55000;RENT;2.0;DEBTCONSOLIDATION;C;3200;12.98;0.06;N
1;75000;RENT;0.0;VENTURE;E;25000;14.70;0.33;Y
0;100000;RENT;4.0;VENTURE;C;18000;13.49;0.18;Y
1;42224;RENT;7.0;VENTURE;A;20000;6.99;0.47;N
0;109000;MORTGAGE;4.0;PERSONAL;C;18400;12.41;0.17;Y
1;31200;RENT;1.0;EDUCATION;D;6000;16.89;0.19;Y
1;29000;RENT;5.0;DEBTCONSOLIDATION;B;10000;10.00;0.34;N
0;80000;MORTGAGE;11.0;PERSONAL;A;8500;6.03;0.11;N
0;75000;RENT;0.0;DEBTCONSOLIDATION;B;4800;12.21;0.06;N
0;27259;RENT;1.0;EDUCATION;B;2400;10.59;0.09;N
1;113000;MORTGAGE;5.0;PERSONAL;G;25000;18.84;0.22;Y
0;63000;RENT;4.0;PERSONAL;A;6000;7.51;0.10;N
0;72000;MORTGAGE;6.0;VENTURE;B;25000;9.83;0.35;N
0;41000;RENT;5.0;VENTURE;A;7000;5.79;0.17;N
0;95000;MORTGAGE;0.0;DEBTCONSOLIDATION;A;4000;7.14;0.04;N
1;34500;RENT;4.0;MEDICAL;B;12000;10.38;0.35;N
1;33000;RENT;12.0;DEBTCONSOLIDATION;C;8000;14.65;0.24;Y
0;36000;RENT;7.0;EDUCATION;B;4500;9.99;0.13;N
0;78000;MORTGAGE;0.0;VENTURE;A;14000;7.51;0.18;N
0;97000;MORTGAGE;1.0;PERSONAL;A;5000;7.51;0.05;N
0;99518;MORTGAGE;10.0;DEBTCONSOLIDATION;A;6500;5.99;0.07;N
0;85000;MORTGAGE;9.0;DEBTCONSOLIDATION;A;7350;5.79;0.09;N
0;61800;OWN;1.0;VENTURE;A;4000;7.75;0.06;N
0;45176;RENT;1.0;MEDICAL;B;12000;11.49;0.27;N
0;108000;MORTGAGE;4.0;VENTURE;C;5000;12.87;0.05;N
0;111000;RENT;1.0;VENTURE;B;15000;10.62;0.14;N
0;47652;RENT;6.0;VENTURE;C;2400;13.22;0.05;Y
0;36156;MORTGAGE;1.0;HOMEIMPROVEMENT;B;8500;12.21;0.24;N
1;65000;RENT;12.0;VENTURE;B;20000;10.74;0.31;N
0;27600;RENT;5.0;VENTURE;C;1200;13.06;0.04;N
1;45000;RENT;13.0;EDUCATION;C;6800;11.22;0.15;Y
0;84000;MORTGAGE;2.0;EDUCATION;D;10400;14.96;0.12;N
0;190000;MORTGAGE;4.0;DEBTCONSOLIDATION;A;9000;6.03;0.05;N
0;87000;MORTGAGE;1.0;PERSONAL;D;5000;14.96;0.06;N
0;75000;RENT;2.0;PERSONAL;B;7000;6.00;0.09;N
0;54000;OWN;2.0;VENTURE;B;2000;10.99;0.04;N
1;62393;OTHER;0.0;MEDICAL;D;20000;15.05;0.27;Y
0;45000;MORTGAGE;7.0;VENTURE;B;14550;11.71;0.32;N
0;150000;MORTGAGE;8.0;DEBTCONSOLIDATION;B;24000;9.76;0.16;N
0;90000;MORTGAGE;8.0;DEBTCONSOLIDATION;B;3600;12.69;0.04;N
1;26400;RENT;8.0;EDUCATION;C;4000;14.17;0.15;N
0;300000;MORTGAGE;7.0;EDUCATION;B;25000;11.49;0.08;N
1;31000;RENT;3.0;VENTURE;E;10000;19.42;0.32;Y
0;59700;MORTGAGE;5.0;VENTURE;B;15000;10.99;0.25;N
1;34000;RENT;0.0;HOMEIMPROVEMENT;B;5925;11.11;0.17;N
0;30000;RENT;0.0;MEDICAL;B;4000;10.36;0.13;N
0;34000;RENT;2.0;DEBTCONSOLIDATION;B;8000;9.91;0.24;N
0;82000;MORTGAGE;1.0;VENTURE;C;5000;13.47;0.06;Y
0;58800;OWN;16.0;PERSONAL;C;7000;13.99;0.12;N
0;80400;RENT;4.0;EDUCATION;A;9000;7.51;0.11;N
0;64000;MORTGAGE;5.0;VENTURE;D;12000;16.77;0.19;N
0;60000;RENT;3.0;MEDICAL;C;9000;13.06;0.15;N
0;85000;MORTGAGE;6.0;PERSONAL;B;25000;10.75;0.29;N
1;29004;RENT;5.0;PERSONAL;C;12000;12.84;0.41;Y
1;54000;RENT;2.0;HOMEIMPROVEMENT;D;15000;14.11;0.28;Y
0;21000;OWN;1.0;HOMEIMPROVEMENT;B;7750;11.83;0.37;N
0;57460;RENT;1.0;EDUCATION;C;10400;13.49;0.18;Y
1;29000;RENT;0.0;EDUCATION;D;6500;14.11;0.22;N
0;47600;MORTGAGE;6.0;EDUCATION;B;23800;12.42;0.50;N
0;37000;MORTGAGE;6.0;PERSONAL;A;7400;8.00;0.20;N
1;15000;MORTGAGE;0.0;PERSONAL;C;3600;13.47;0.24;N
0;44000;RENT;6.0;VENTURE;D;10000;14.74;0.23;Y
1;57000;RENT;3.0;EDUCATION;D;20000;16.89;0.35;N
0;43949;RENT;7.0;MEDICAL;B;3000;11.49;0.07;N
0;90722;MORTGAGE;7.0;HOMEIMPROVEMENT;B;18000;10.99;0.20;N
0;146000;MORTGAGE;12.0;MEDICAL;A;3800;6.39;0.03;N
0;57431;MORTGAGE;8.0;PERSONAL;A;4000;6.76;0.07;N
0;81996;MORTGAGE;12.0;EDUCATION;B;3000;12.42;0.04;N
0;150000;MORTGAGE;9.0;VENTURE;A;8200;5.79;0.05;N
0;32000;MORTGAGE;7.0;EDUCATION;B;10000;11.71;0.31;N
0;38400;RENT;14.0;MEDICAL;A;11000;5.42;0.29;N
0;90000;RENT;7.0;EDUCATION;C;7500;11.03;0.08;N
0;30000;MORTGAGE;0.0;VENTURE;B;5000;11.48;0.17;N
0;106000;MORTGAGE;11.0;HOMEIMPROVEMENT;B;4000;11.71;0.04;N
1;45000;RENT;1.0;DEBTCONSOLIDATION;B;17475;11.99;0.39;N
0;200000;MORTGAGE;2.0;PERSONAL;C;3000;10.28;0.01;N
1;37000;RENT;0.0;HOMEIMPROVEMENT;B;20000;11.71;0.54;N
0;57860;MORTGAGE;1.0;EDUCATION;C;20000;11.41;0.35;N
0;43200;RENT;3.0;VENTURE;C;3000;13.80;0.07;N
0;120000;MORTGAGE;9.0;VENTURE;A;8000;7.51;0.07;N
0;84000;MORTGAGE;3.0;DEBTCONSOLIDATION;A;7000;7.29;0.08;N
0;110000;MORTGAGE;8.0;EDUCATION;A;8000;6.76;0.07;N
0;52000;RENT;3.0;EDUCATION;B;4800;9.88;0.09;N
0;150000;RENT;2.0;VENTURE;B;21000;12.62;0.14;N
0;75000;MORTGAGE;12.0;PERSONAL;A;8000;7.14;0.11;N
0;59000;OWN;12.0;MEDICAL;A;10000;7.49;0.17;N
0;28560;MORTGAGE;7.0;PERSONAL;A;2400;6.39;0.08;N
0;155000;RENT;7.0;DEBTCONSOLIDATION;B;24000;10.99;0.15;N
0;54828;MORTGAGE;10.0;EDUCATION;E;5000;16.82;0.09;N
1;44000;RENT;2.0;EDUCATION;C;5000;15.23;0.11;N
0;120000;MORTGAGE;4.0;HOMEIMPROVEMENT;D;25000;16.07;0.21;Y
1;32000;RENT;4.0;MEDICAL;C;10000;13.79;0.31;N
0;71599;RENT;0.0;PERSONAL;A;6000;9.63;0.08;N
1;54000;RENT;0.0;PERSONAL;D;10000;14.96;0.19;N
0;28800;RENT;3.0;MEDICAL;A;7000;7.51;0.24;N
0;75000;MORTGAGE;12.0;VENTURE;C;15250;11.34;0.20;N
0;24000;MORTGAGE;4.0;VENTURE;A;1300;5.42;0.05;N
0;56030;MORTGAGE;14.0;PERSONAL;B;13000;11.89;0.23;N
0;30000;RENT;0.0;DEBTCONSOLIDATION;B;1600;10.25;0.05;N
0;30000;RENT;3.0;EDUCATION;A;4000;7.90;0.13;N
0;44000;MORTGAGE;2.0;VENTURE;A;2000;7.40;0.05;N
0;144000;MORTGAGE;3.0;HOMEIMPROVEMENT;B;25000;10.08;0.17;N
0;25000;OWN;5.0;VENTURE;C;10000;13.49;0.40;Y
1;22000;MORTGAGE;9.0;EDUCATION;A;5875;6.62;0.27;N
0;38400;RENT;1.0;VENTURE;A;2000;7.66;0.05;N
0;44000;MORTGAGE;1.0;VENTURE;C;10000;12.87;0.23;Y
0;100000;RENT;4.0;MEDICAL;B;2000;10.62;0.02;N
0;95000;RENT;3.0;HOMEIMPROVEMENT;D;24000;13.67;0.25;Y
1;158000;RENT;0.0;HOMEIMPROVEMENT;D;4000;14.84;0.03;N
0;95000;MORTGAGE;4.0;MEDICAL;B;5600;11.63;0.06;N
0;120000;MORTGAGE;11.0;EDUCATION;B;14400;10.74;0.12;N
1;48000;RENT;8.0;PERSONAL;B;4000;10.37;0.08;N
0;50000;RENT;7.0;VENTURE;C;14000;13.79;0.28;Y
1;21120;RENT;3.0;PERSONAL;B;5000;11.71;0.24;N
1;59004;RENT;4.0;DEBTCONSOLIDATION;D;20000;15.58;0.34;N
0;38400;RENT;5.0;EDUCATION;B;4000;10.59;0.10;N
0;44000;MORTGAGE;3.0;PERSONAL;B;10000;9.63;0.23;N
0;23500;MORTGAGE;2.0;HOMEIMPROVEMENT;B;7000;10.38;0.30;N
0;100000;MORTGAGE;9.0;EDUCATION;B;12800;9.45;0.13;N
0;25000;RENT;1.0;PERSONAL;A;7100;7.90;0.28;N
0;35000;RENT;1.0;VENTURE;A;3500;8.59;0.10;N
0;53000;RENT;5.0;EDUCATION;A;5100;7.90;0.10;N
0;50000;MORTGAGE;2.0;PERSONAL;D;20000;13.30;0.40;N
0;47184;RENT;0.0;DEBTCONSOLIDATION;B;5000;10.25;0.11;N
0;27600;MORTGAGE;1.0;PERSONAL;C;2000;14.27;0.07;Y
1;34000;RENT;2.0;HOMEIMPROVEMENT;D;11000;15.99;0.32;N
0;80000;MORTGAGE;4.0;DEBTCONSOLIDATION;A;10750;6.17;0.13;N
0;62000;MORTGAGE;4.0;VENTURE;A;6550;5.79;0.11;N
1;44000;MORTGAGE;9.0;DEBTCONSOLIDATION;D;9400;13.30;0.21;N
1;78200;RENT;18.0;MEDICAL;D;24250;16.00;0.26;Y
0;53796;MORTGAGE;12.0;HOMEIMPROVEMENT;B;7000;9.91;0.13;N
0;20400;MORTGAGE;6.0;EDUCATION;D;6000;15.99;0.29;Y
0;38000;RENT;5.0;DEBTCONSOLIDATION;B;5200;10.74;0.14;N
0;64000;OWN;6.0;EDUCATION;D;15000;17.49;0.23;Y
0;240000;MORTGAGE;5.0;MEDICAL;A;8400;7.51;0.04;N
0;80000;MORTGAGE;6.0;PERSONAL;A;5000;7.14;0.06;N
0;80208;MORTGAGE;1.0;MEDICAL;A;4000;5.42;0.05;N
0;75000;MORTGAGE;9.0;PERSONAL;A;24000;7.51;0.32;N
1;30900;RENT;1.0;VENTURE;D;4000;12.61;0.13;N
0;130000;RENT;18.0;VENTURE;A;16000;6.03;0.12;N
0;84000;MORTGAGE;6.0;DEBTCONSOLIDATION;C;23000;12.68;0.27;N
0;71000;MORTGAGE;11.0;PERSONAL;C;6000;14.72;0.08;Y
0;23000;RENT;4.0;MEDICAL;B;4300;11.86;0.19;N
0;40000;RENT;7.0;VENTURE;C;1500;13.99;0.04;Y
1;54000;MORTGAGE;0.0;PERSONAL;B;6000;11.83;0.11;N
1;54000;MORTGAGE;3.0;DEBTCONSOLIDATION;C;5000;12.61;0.09;N
1;74800;MORTGAGE;4.0;MEDICAL;C;8400;14.65;0.10;N
1;49963;MORTGAGE;9.0;EDUCATION;B;2100;11.49;0.04;N
0;190000;RENT;3.0;EDUCATION;A;12600;6.92;0.07;N
0;31200;OWN;1.0;VENTURE;A;6600;5.42;0.21;N
0;40000;OWN;6.0;VENTURE;B;5600;10.25;0.14;N
1;30000;RENT;0.0;HOMEIMPROVEMENT;D;5500;15.21;0.18;Y
0;69000;MORTGAGE;3.0;PERSONAL;B;11000;10.62;0.16;N
0;40000;RENT;3.0;MEDICAL;B;2500;9.99;0.06;N
1;84000;MORTGAGE;0.0;EDUCATION;F;2125;15.01;0.03;Y
0;95892;OWN;19.0;MEDICAL;B;15000;12.18;0.16;N
0;28000;RENT;2.0;VENTURE;C;2875;15.23;0.10;Y
1;102996;MORTGAGE;4.0;DEBTCONSOLIDATION;D;20000;14.54;0.19;Y
0;200000;OWN;0.0;VENTURE;B;24000;12.18;0.12;N
1;37680;RENT;5.0;MEDICAL;D;2000;14.96;0.05;Y
0;120000;MORTGAGE;10.0;EDUCATION;B;20000;10.37;0.17;N
0;86000;MORTGAGE;4.0;VENTURE;C;16000;14.26;0.19;N
0;100000;MORTGAGE;3.0;EDUCATION;C;8000;13.98;0.08;Y
1;128000;RENT;2.0;VENTURE;D;30000;16.29;0.23;N
0;96000;MORTGAGE;0.0;EDUCATION;A;3000;7.90;0.03;N
0;20000;RENT;14.0;MEDICAL;D;5400;14.61;0.27;Y
0;209000;OWN;4.0;HOMEIMPROVEMENT;D;15000;14.84;0.07;N
0;50000;RENT;5.0;HOMEIMPROVEMENT;B;2000;11.48;0.04;N
0;90000;MORTGAGE;13.0;VENTURE;B;10000;12.21;0.11;N
1;31785;MORTGAGE;7.0;MEDICAL;D;6000;14.96;0.19;N
1;79200;MORTGAGE;3.0;HOMEIMPROVEMENT;D;25000;15.58;0.32;N
0;86400;RENT;5.0;DEBTCONSOLIDATION;C;2800;14.65;0.03;Y
0;90000;MORTGAGE;14.0;VENTURE;B;21000;10.59;0.23;N
0;28800;RENT;9.0;MEDICAL;B;2000;11.48;0.07;N
0;32000;MORTGAGE;7.0;VENTURE;A;4500;6.76;0.14;N
0;104525;MORTGAGE;11.0;HOMEIMPROVEMENT;A;6000;7.40;0.06;N
0;51000;MORTGAGE;3.0;VENTURE;C;13000;13.48;0.25;Y
0;85000;RENT;5.0;EDUCATION;C;16000;11.34;0.19;Y
1;48000;RENT;2.0;MEDICAL;C;20000;13.61;0.42;N
0;68000;MORTGAGE;7.0;HOMEIMPROVEMENT;B;2500;11.71;0.04;N
0;30555;RENT;4.0;MEDICAL;C;4500;13.22;0.15;N
1;18000;RENT;0.0;DEBTCONSOLIDATION;A;6000;7.49;0.33;N
0;78000;RENT;6.0;HOMEIMPROVEMENT;B;12000;12.53;0.15;N
0;53000;MORTGAGE;0.0;DEBTCONSOLIDATION;B;4000;10.39;0.08;N
0;47000;RENT;5.0;VENTURE;D;7000;14.96;0.15;Y
1;55000;RENT;14.0;EDUCATION;A;18000;7.88;0.33;N
0;114000;MORTGAGE;22.0;DEBTCONSOLIDATION;B;19000;9.99;0.17;N
0;75000;MORTGAGE;4.0;HOMEIMPROVEMENT;A;12000;6.92;0.16;N
0;60000;RENT;1.0;VENTURE;A;8000;5.42;0.13;N
0;24000;MORTGAGE;12.0;DEBTCONSOLIDATION;A;5000;9.32;0.21;N
0;50000;MORTGAGE;2.0;VENTURE;A;10000;7.90;0.20;N
0;63211;RENT;7.0;DEBTCONSOLIDATION;B;6500;11.86;0.10;N
0;55000;RENT;1.0;MEDICAL;A;7200;7.90;0.13;N
0;98000;OWN;8.0;HOMEIMPROVEMENT;A;12000;6.03;0.12;N
0;163000;RENT;4.0;DEBTCONSOLIDATION;B;25000;9.91;0.15;N
0;86000;MORTGAGE;12.0;VENTURE;A;15600;5.99;0.18;N
0;31200;MORTGAGE;3.0;MEDICAL;A;11200;5.42;0.36;N
0;30000;RENT;3.0;PERSONAL;B;5400;10.00;0.18;N
0;112123;MORTGAGE;2.0;EDUCATION;A;12800;8.94;0.11;N
0;24000;OWN;2.0;PERSONAL;C;3000;13.61;0.13;N
